rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,CityMpg,HyMpg
99,Used 2014 Jeep Wrangler 4WD Unlimited Sport,75,/cars-for-sale/vehicledetails.xhtml?listingId=482973223&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,3e4,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,19970,6-Speed Manual,AT-1CC99627,Gasoline,P7475,1C4BJWDG0EL251977,"16"" x 7.0"" Luxury Styled Steel Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes6 SpeakersABS brakesAM/FM radioAir ConditioningBrake assistCD playerCloth Bucket Seats",#000000,#000000,"Odometer is 29102 miles below market average! Clean CARFAX.2014 Proudly Serving: Chattanooga, Lookout Mountain, Ringgold, Graysville, Walden, Dalton, Huntsville, Nashville, Murfreesboro, Knoxville, Cookeville, Rome, Atlanta, Lynchburg, Cleveland, Dayton, and all of greater Tennessee, Georgia and Alabama.Awards:* 2014 KBB.com 10 Best SUVs Under $25,000 * 2014 KBB.com Best Resale Value Awards * 2014 KBB.com 10 Coolest New Cars Under $25,000","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Mtn. View Chevrolet,4WD Unlimited Sport,2014,Used,Huntsville,Dealer,16,21
100,Used 2014 Jeep Wrangler Unlimited Sahara,75,/cars-for-sale/vehicledetails.xhtml?listingId=484340327&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,33990,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,39835,Information Unavailable,AT-1CDE7267,Gasoline,GM18070,1C4BJWEG0EL327566,3.21 Rear Axle Ratio4-Wheel Disc Brakes7 SpeakersABS brakesAM/FM radioAir ConditioningAlloy wheelsAudio Jack Input for Mobile DevicesAuto-dimming Rear-View mirrorBrake assist,#8B8B8B,NA,"Only 39,835 Miles! Delivers 20 Highway MPG and 16 City MPG! This Jeep Wrangler Unlimited delivers a Regular Unleaded V-6 3.6 L/220 engine powering this Automatic transmission. WHEELS: 18"" X 7.5"" POLISHED SATIN CARBON (STD), TRANSMISSION: 5-SPEED AUTOMATIC (W5A580) -inc: Hill Descent Control, Tip Start, REMOTE START SYSTEM.* This Jeep Wrangler Unlimited Features the Following Options *QUICK ORDER PACKAGE 24G -inc: Engine: 3.6L V6 24V VVT, Transmission: 5-Speed Automatic (W5A580) , MOPAR SLUSH MATS, ENGINE: 3.6L V6 24V VVT (STD), CONNECTIVITY GROUP -inc: Vehicle Information Center, Tire Pressure Monitoring Display, BLACK, CLOTH BUCKET SEATS -inc: adjustable head restraints, BILLET METALLIC CLEARCOAT, AIR CONDITIONING W/AUTO TEMP CONTROL -inc: Air Filtering, 3.21 REAR AXLE RATIO (STD), Variable Intermittent Wipers, Trip Computer.* Visit Us Today *For a must-own Jeep Wrangler Unlimited come see us at Carl Cannon Chevrolet Cadillac Buick GMC, 299 Carl Cannon Blvd, Jasper, AL 35501. Just minutes away!","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Carl Cannon Chevrolet Cadillac Buick GMC,Unlimited Sahara,2014,Used,Huntsville,Dealer,NA,NA
101,Used 2015 Jeep Wrangler 4WD Sport,75,/cars-for-sale/vehicledetails.xhtml?listingId=481588637&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,27490,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,21409,5-Speed Automatic,AT-1CB4759D,Gasoline,GM18023A,1C4AJWAG9FL544777,"**CERTIFIED BY CARFAX - NO ACCIDENTS!****LOCAL TRADE IN - NEVER A RENTAL!**16"" x 7.0"" Luxury Styled Steel Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes8 SpeakersABS brakesAM/FM radioBrake assistCD player",#8B8B8B,#000000,"Only 21,409 Miles! Boasts 21 Highway MPG and 17 City MPG! This Jeep Wrangler boasts a Regular Unleaded V-6 3.6 L/220 engine powering this Automatic transmission. WHEELS: 17"" X 7.5"" ALUMINUM, TRANSMISSION: 5-SPEED AUTOMATIC (W5A580) -inc: Hill Descent Control, Tip Start, TRAILER TOW GROUP -inc: Class II Receiver Hitch, Trailer Tow w/4-Pin Connector Wiring.* This Jeep Wrangler Features the Following Options *QUICK ORDER PACKAGE 24S -inc: Engine: 3.6L V6 24V VVT, Transmission: 5-Speed Automatic (W5A580), Air Conditioning, Leather Wrapped Steering Wheel, Chrome/Leather Wrapped Shift Knob, Tires: P255/75R17 OWL On/Off Road, Wheels: 17"" x 7.5"" Aluminum , TIRES: P255/75R17 OWL ON/OFF ROAD, SIRIUS SATELLITE RADIO, POWER CONVENIENCE GROUP -inc: Front 1-Touch Down Power Windows, Remote Keyless Entry, Power Heated Mirrors, Power Locks, Auto Dim Mirror w/Reading Lamp, Security Alarm, ENGINE: 3.6L V6 24V VVT (STD), CONNECTIVITY GROUP -inc: Uconnect Voice Command w/Bluetooth, Vehicle Information Center, Tire Pressure Monitoring Display, BLACK, CLOTH BUCKET SEATS -inc: adjustable head restraints, BLACK 3-PIECE HARD TOP -inc: Rear Window Defroster, Tinted Rear Quarter & Liftgate Windows, Delete Sunrider Soft Top, Freedom Panel Storage Bag, Rear Window Wiper/Washer, BILLET SILVER METALLIC CLEARCOAT, AIR CONDITIONING.* Visit Us Today *Test drive this must-see, must-drive, must-own beauty today at Carl Cannon Chevrolet Cadillac Buick GMC, 299 Carl Cannon Blvd, Jasper, AL 35501.","3 Years/36,000 Miles","5 Years/100,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Carl Cannon Chevrolet Cadillac Buick GMC,4WD Sport,2015,Used,Huntsville,Dealer,17,21
102,Used 2008 Jeep Wrangler Unlimited Sahara,75,/cars-for-sale/vehicledetails.xhtml?listingId=484387762&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,19500,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,105927,Automatic,AT-1CDF2BB2,Gasoline,598178_1,1J4GA59128L598178,Additional Options  EXTRA COST PAINT  TRAILER TOW GROUP  -inc: 3.73 axle ratio  class II receiver hitch  4-pin trailer connector wiring  3.8L SMPI V6 ENGINE  (STD)  3.73 AXLE RATIO  SMOKERS GROUP  -inc: cigar lighter  removable ash tray  AM/FM STEREO W/6-,#000000,#454545,"Black / Black 2008 Jeep Wrangler Unlimited Sahara 4WD 4-Speed Automatic VLP 3.8L V6 SMPI **4X4/4WD**, **LIFTED WITH OFF ROAD TIRES**, *LOCAL TN VEHICLE*, **PASSED DEALER INSPECTION**, Wrangler Unlimited Sahara, 4D Sport Utility.NO doc fees, NO commissioned sales people, NO joking! Recent Arrival! Odometer is 2824 miles below market average!Bostelman Automotive of Spring Hill, TN. Visit us online to see additional photos of each vehicle @ www.bostelmanautomotiveofspringhill.com or call OR text us at 1(615)-216-6100 for more information. Bostelman Automotive Group has 10 locations to serve you and helpful non commissioned staff...your satisfaction is our promise! Good or bad credit we can help! We have financing solutions for everyone. See our entire inventory selection online at www.bostelmanautomotivegroup.com.",NA,NA,NA,NA,FALSE,Bostelman Automotive of Spring Hill,Unlimited Sahara,2008,Used,Huntsville,Dealer,15,19
103,Used 2015 Jeep Wrangler 4WD Rubicon,75,/cars-for-sale/vehicledetails.xhtml?listingId=483294914&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER&digitalRetail=true,25312,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,59322,6-Speed Manual,AT-1CCE7EC2,Gasoline,J7554237A,1C4BJWCG6FL527923,# 1 In TN for Customer Service !!*Best reviews in NASHVILLE !!4-Wheel Disc Brakes8 SpeakersABS brakesAM/FM radioAir ConditioningAlloy wheelsAudio Jack Input for Mobile DevicesBrake assist,#8B8B8B,#000000,"New Price! CARFAX One-Owner. Clean CARFAX. Billet Silver Metallic Clearcoat 2015 Jeep Wrangler Rubicon 4WD 6-Speed Manual 3.6L V6 24V VVT 2015 Jeep Wrangler in Billet Silver Metallic Clearcoat, *Best reviews in NASHVILLE !!, # 1 In TN for Customer Service !!.Recent Arrival!Awards:* 2015 KBB.com 10 Best SUVs Under $25,000 * 2015 KBB.com Best Resale Value Awards * 2015 KBB.com 10 Coolest Cars Under $25,000 * 2015 KBB.com 10 Most Fun SUVsReviews:* All but unstoppable on the trail; unmistakable styling; two- and four-door variants; extensive factory and aftermarket parts support; fun to drive in its own special way. Source: Edmunds* The 2015 Jeep Wrangler remains an icon. The original 4x4 freedom machine offers the ultimate in capability without compromise. Holding true to its rugged heritage but ramping up the comfort factor in ride and handling. For increased versatility, choose the Wrangler Unlimited with its four doors, room for five and all the cargo capacity you need for your next adventure. Premium soft-touch materials and thoughtfully designed ergonomics mean you'll be comfortable on- and off-road. A five-speed automatic transmission delivers refined shifting and improved performance. Comfort features include: available heated front seats, Automatic Temperature Control, steering wheel audio controls, leather-trimmed seats, and more. An Infinity Premium Sound System has seven speakers, including a subwoofer and a 368-watt amp that will make your favorite songs sound even better. Jeep 4x4's are tested on some of the toughest off-road areas in the world, including Moab and the famed Rubicon Trail. All Wrangler models come equipped with Trail Rated 4WD systems as standard equipment: choose from the tough Command-Trac or the made-for-mountains Rock-Trac. Wrangler Rubicon offers standard 32-inch BFGoodrich off-road tires with biting edges for wicked weather or ragged rocks. The 3.6L Pentastar V6 engine>","3 Years/36,000 Miles","5 Years/100,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Kia of Murfreesboro,4WD Rubicon,2015,Used,Huntsville,Dealer,17,21
104,Used 2013 Jeep Wrangler 4WD Unlimited Sport,76,/cars-for-sale/vehicledetails.xhtml?listingId=474032393&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,27277,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,50755,Automatic,AT-1C412909,Gasoline,0002108A,1C4BJWDG5DL702108,AM/FM Stereo - CDAir ConditioningAnti-Lock Braking SystemCarpetingCenter Arm RestCloth UpholsteryCruise ControlDigital Compass/Temp. ReadingDriver Side Remote MirrorDual Air Bags,#8B8B8B,NA,****Price Includes $750 Finance Coupon*******!!Pro-Certified Lifetime Powertrain Warranty***ask Dealer for full details***Awards: * 2013 KBB.com Best Resale Value Awards,"3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Beaman Dodge Chrysler Jeep Ram FIAT,4WD Unlimited Sport,2013,Used,Huntsville,Dealer,17,21
105,Used 2017 Jeep Wrangler 4WD Sahara,76,/cars-for-sale/vehicledetails.xhtml?listingId=482248132&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,30997,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,15769,Automatic,AT-1CBE85C4,Gasoline,00P54048,1C4AJWBG3HL754048,AM/FM Stereo - CDAir ConditioningAnti-Lock Braking SystemCarpetingCenter Arm RestCloth UpholsteryCruise ControlDigital Compass/Temp. ReadingDriver Side Remote MirrorDual Air Bags,#E31313,NA,"ONE OWNER, Wrangler Sahara, Red.****Price Includes $750 Finance Coupon*******!!Pro-Certified Lifetime Powertrain Warranty***ask Dealer for full details***","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Beaman Dodge Chrysler Jeep Ram FIAT,4WD Sahara,2017,Used,Huntsville,Dealer,17,21
106,Used 2014 Jeep Wrangler Sahara,76,/cars-for-sale/vehicledetails.xhtml?listingId=482248169&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,30377,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,54883,Automatic,AT-1CBE85E9,Gasoline,00P96620,1C4BJWEGXEL296620,AM/FM Stereo - CDAir ConditioningAnti-Lock Braking SystemCarpetingCenter Arm RestCloth UpholsteryCruise ControlDigital Compass/Temp. ReadingDriver Side Remote MirrorDual Air Bags,#E31313,NA,"****Price Includes $750 Finance Coupon*******!!Pro-Certified Lifetime Powertrain Warranty***ask Dealer for full details***Awards: * 2014 KBB.com 10 Best SUVs Under $25,000 * 2014 KBB.com 10 Coolest New Cars Under $25,000 * 2014 KBB.com Best Resale Value Awards","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Beaman Dodge Chrysler Jeep Ram FIAT,Sahara,2014,Used,Huntsville,Dealer,17,21
107,Used 2014 Jeep Wrangler 4WD Unlimited Rubicon,76,/cars-for-sale/vehicledetails.xhtml?listingId=481319340&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,34300,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,36989,Automatic,AT-1CB059AC,Gasoline,00P19884,1C4BJWFG9EL319884,AM/FM Stereo - CDAir ConditioningAnti-Lock Braking SystemCarpetingCenter Arm RestCloth UpholsteryCruise ControlDigital Compass/Temp. ReadingDriver Side Remote MirrorDual Air Bags,#D7D7D7,NA,"****Price Includes $750 Finance Coupon****, ***!!! PRO CERTIFIED LIFETIME POWERTRAIN WARRANTY!!!***, Wrangler Unlimited Rubicon, White.Recent Arrival! Odometer is 14980 miles below market average!Awards: * 2014 KBB.com 10 Coolest New Cars Under $25,000 * 2014 KBB.com Best Resale Value Awards * 2014 KBB.com 10 Best SUVs Under $25,000","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Beaman Dodge Chrysler Jeep Ram FIAT,4WD Unlimited Rubicon,2014,Used,Huntsville,Dealer,17,21
108,Used 2004 Jeep Wrangler X,77,/cars-for-sale/vehicledetails.xhtml?listingId=480097411&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,10988,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,203064,Automatic,AT-1C9DB483,Gasoline,8251,1J4FA39S84P784531,AM/FM Stereo - CDAir ConditioningCenter Arm RestCloth UpholsteryDual Air BagsFront Bucket SeatsInterval WipersPower BrakesPower SteeringReclining Seat(s),#E31313,#454545,AM/FM Stereo - CD|Air Conditioning|Dual Air Bags|Reclining Seat(s)|Removable Soft Top|Roll Bar|Power Steering|Power Brakes|Trip Odometer|Tachometer|Tilt Steering Wheel|Interval Wipers|Front Bucket Seats|Cloth Upholstery|Center Arm Rest|Tire Carrier,NA,NA,NA,NA,FALSE,Jim Kirby Automotive,X,2004,Used,Huntsville,Dealer,14,19
109,Used 2007 Jeep Wrangler X,78,/cars-for-sale/vehicledetails.xhtml?listingId=481139782&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,14999,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,112674,Manual,AT-1CAD9C46,Gasoline,9215,1J8FA24187L149215,4-Wheel Disc BrakesABSAM/FM StereoAdjustable Steering WheelAuxiliary Audio InputBucket SeatsCD PlayerCargo ShadeConventional Spare TireConvertible Soft Top,#8B8B8B,#454545,"Drivers wanted for this dominant and dynamic 2007 Jeep Wrangler X. Take pleasure in the buttery smooth shifting from the transmission paired with this impressive Gas V6 3.8L/231 engine. Delivering a breathtaking amount of torque, this vehicle is waiting for a commanding driver! It's loaded with the following options: Vinyl low-back reclining front bucket seats, Variable intermittent windshield wipers, Transfer case skid plate, Trail Rated badge, Traction control, Tinted sunscreen glass, Tilt steering column, Swing-away mirrors, Sport bar w/full padding, and Sentry Key theft deterrent system. Drive for days in this fabulous and fun-loving Jeep Wrangler. For a hassle-free deal on this must-own Jeep Wrangler come see us at Absolute Auto Center, 415 S E Broad St., Murfreesboro, TN 37130. Just minutes away!",NA,NA,NA,NA,FALSE,ABSOLUTE AUTO CENTER,X,2007,Used,Huntsville,Dealer,17,19
110,Used 2016 Jeep Wrangler 4WD Unlimited Sahara,78,/cars-for-sale/vehicledetails.xhtml?listingId=479349634&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER&digitalRetail=true,31950,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,8905,Manual,AT-1C924B82,Gasoline,111197,1C4BJWEG7GL111197,Air ConditioningLeather Seats,#E31313,#000000,"2016 JEEP WRANGLER UNLIMITED SAHARA V6 4x4 Removable Hard Top 4 DOOR SPORT UTILITY 3.6L V6 SFI DOHC 24V GASOLINE 4 WHEEL DRIVE 6 speed manual transmission with 6cyl gas engine Red with black cloth interior, one owner, clean title, clean car fax, only 9K, Low miles, Remaining manufacture bumper to bumper warranty for another 13 months or 27,095 miles and remaining manufacture powertrain warranty for another 37 months or 51,095 miles whichever comes first. Been serviced and maintained, Just serviced, never been smoked in, Auxiliary Audio Input, Heated Mirrors, Cloth Seats, MP3 Compatible Stereo, Satellite Radio. 18' Factory Alloy wheels, tires have plenty of tread left, full size spare wheel and new Tire, Step bars, towing package, Removable Hard Top 5 passenger seating, 2 front bucket seats and second row bench seat, Runs and drives great, lots of options, VALUE ADDED OPTIONS Include: Auxiliary Audio Input, Heated Mirrors, MP3 Compatible Stereo, Satellite Radio, 50 State Emissions, A/C, Automatic Headlights, Brake Assist System, Bucket Seats, CD Player, Child Safety Locks, Climate Control, Convertible Soft Top, Cruise Control, Driver Air Bag, Driver Vanity Mirror, Dual Air Bags, Electrochromic Rearview Mirror, Electronic Stability Control, Engine Immobilizer, Fog Lamps, Front Floor Mats, Front Tow Hooks, Intermittent Wipers, Keyless Entry, Leather Steering Wheel, Owner's Manual, Pass-Through Rear Seat, Passenger Air Bag Sensor, Passenger Vanity Mirror, Power Locks, Power Mirrors, Power Windows, Pwr Steering, Rear Bench Seat, Rollover Protection Bars, Running Boards / Side Steps, Security System Steering Wheel Audio Control, Tilt Steering, Tilt Steering Wheel, Tinted Windows, Tire Pressure Monitor System, Traction Control, Trip Computer US EPA Label, Variable Speed Intermittent Wipers. Please visit our website at autocollectionofmurfreesboro.com for more details and pictures. Financing available.",NA,NA,NA,NA,FALSE,"Auto Collection of Murfreesboro, Inc.",4WD Unlimited Sahara,2016,Used,Huntsville,Dealer,16,21
